Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,High_Utilization,Activity_Decline,Low_Engagement,Avg_Transaction_Amount,Credit_Dependency,High_Value_Customer,Multi_Product_User,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
38,0,3,30,3,2,3,2435.0,2432,3.0,0.12,1460,32,0.103,0.999,1,1,0,45.625,0.9987679671457904,0,0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1
47,0,1,34,5,1,3,2099.0,1164,935.0,0.717,4471,80,0.667,0.555,0,1,0,55.8875,0.5545497856121963,0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
52,1,1,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,1,0,0,48.76470588235294,0.9870759289176092,0,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1
58,0,3,36,2,2,2,5023.0,1857,3166.0,0.631,14111,98,0.69,0.37,0,1,0,143.98979591836735,0.3696993828389409,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
58,0,0,36,3,3,1,2241.0,1670,571.0,0.704,4653,75,0.63,0.745,1,1,1,62.04,0.7452030343596608,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
56,0,1,48,1,5,2,3556.0,0,3556.0,0.596,2220,45,0.731,0.0,0,1,1,49.333333333333336,0.0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
46,1,2,37,3,2,4,3132.0,1466,1666.0,0.689,3612,59,0.595,0.468,0,1,0,61.22033898305085,0.4680715197956577,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
36,0,2,24,3,1,3,3124.0,1593,1531.0,0.869,1652,41,0.367,0.51,0,1,0,40.29268292682927,0.5099231754161332,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
52,0,4,48,5,5,2,1438.3,771,667.3,0.652,5053,74,0.947,0.536,0,1,1,68.28378378378379,0.5360495028853508,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
35,1,3,25,5,3,3,5240.0,1451,3789.0,1.198,2172,38,0.81,0.277,0,0,0,57.1578947368421,0.2769083969465649,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
36,1,2,17,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7,0,1,1,36.54166666666666,0.6996551724137932,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
46,0,4,37,3,3,3,2490.0,0,2490.0,0.835,8178,91,0.596,0.0,0,1,0,89.86813186813187,0.0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
43,1,3,35,5,3,2,6080.0,787,5293.0,0.975,4866,56,0.647,0.129,0,1,1,86.89285714285714,0.1294407894736842,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
42,1,3,36,2,3,3,18177.0,841,17336.0,0.888,8512,94,0.679,0.046,0,1,0,90.55319148936172,0.0462672608241183,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
40,0,5,29,3,2,4,4205.0,2517,1688.0,0.652,4256,69,0.725,0.599,0,1,0,61.68115942028985,0.5985731272294887,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
52,0,5,36,3,1,3,3167.0,1387,1780.0,0.899,4587,76,0.551,0.438,0,1,0,60.35526315789474,0.4379538995895169,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0
36,1,4,31,4,3,4,34516.0,1491,33025.0,0.93,2243,60,0.935,0.043,0,0,0,37.38333333333333,0.0431973577471317,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
49,1,4,31,2,3,3,34516.0,2517,31999.0,0.71,3990,65,1.031,0.073,0,0,0,61.38461538461539,0.0729227025147757,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
39,1,4,32,5,3,2,26710.0,1681,25029.0,0.741,14043,117,0.746,0.063,0,0,1,120.02564102564102,0.0629352302508423,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
37,0,2,36,3,2,1,2588.0,1782,806.0,0.546,4159,83,0.766,0.689,0,1,0,50.10843373493976,0.6885625965996909,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
55,0,1,36,1,2,1,3150.0,2222,928.0,0.794,14750,96,0.655,0.705,1,1,0,153.64583333333334,0.7053968253968254,1,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
44,1,3,32,3,4,2,34516.0,1807,32709.0,0.665,7663,91,0.655,0.052,0,1,1,84.20879120879121,0.0523525321589987,1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0
46,1,2,39,1,1,1,29528.0,1769,27759.0,0.771,14428,119,0.7,0.06,0,0,0,121.2436974789916,0.0599092386887022,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
57,1,2,39,3,4,3,3451.0,0,3451.0,0.744,3031,57,0.676,0.0,0,1,0,53.175438596491226,0.0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
47,1,3,36,3,1,2,7421.0,0,7421.0,0.708,4353,75,0.786,0.0,0,0,0,58.04,0.0,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
42,0,2,34,3,3,3,2516.0,0,2516.0,0.53,2257,51,0.545,0.0,0,1,0,44.25490196078432,0.0,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1
45,0,5,36,1,2,3,2699.0,1583,1116.0,0.648,4071,75,0.829,0.587,0,1,0,54.28,0.5865135235272323,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
46,0,4,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,0,1,0,45.18055555555556,0.0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
49,1,1,40,6,3,3,6481.0,1569,4912.0,0.692,15937,119,0.803,0.242,0,1,0,133.92436974789916,0.2420922697114642,1,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
40,1,2,36,5,3,0,34516.0,2183,32333.0,0.739,3644,67,0.634,0.063,0,1,1,54.38805970149254,0.0632460308262834,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
46,0,4,37,5,3,3,7552.0,0,7552.0,1.047,5537,63,0.853,0.0,0,0,0,87.88888888888889,0.0,1,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
53,1,1,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.571,0.104,0,1,0,36.75757575757576,0.1041574719745785,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
41,1,3,24,4,3,3,4119.0,1656,2463.0,0.561,1455,35,0.667,0.402,0,1,0,41.57142857142857,0.4020393299344501,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0
40,1,3,24,2,3,3,20466.0,1138,19328.0,0.868,15121,97,0.54,0.056,0,1,0,155.88659793814432,0.0556044170819896,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
44,0,2,36,5,2,4,1438.3,0,1438.3,0.421,1944,36,0.5,0.0,0,1,0,54.0,0.0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
57,1,1,45,3,3,2,2721.0,2159,562.0,0.846,4578,81,0.653,0.793,1,1,1,56.51851851851852,0.7934582873943403,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
54,1,1,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0,1,0,59.80952380952381,0.697594501718213,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
46,0,3,36,2,3,1,7199.0,1235,5964.0,0.83,4050,78,0.814,0.172,0,0,1,51.92307692307692,0.1715516043894985,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0
42,0,4,32,3,3,4,1438.3,838,600.3,0.61,3910,75,0.63,0.583,0,1,0,52.13333333333333,0.5826322742126121,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
54,0,2,39,4,3,3,1438.3,0,1438.3,0.72,2145,41,0.519,0.0,0,1,0,52.31707317073171,0.0,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1
43,0,2,36,6,1,4,3186.0,2470,716.0,0.58,1531,37,0.233,0.775,1,1,0,41.37837837837838,0.7752667922159447,0,1,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0
55,0,2,50,6,1,4,11341.0,0,11341.0,0.412,1731,46,0.586,0.0,0,1,0,37.630434782608695,0.0,0,1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,0
45,1,4,37,1,2,2,13093.0,2517,10576.0,0.426,2032,39,0.444,0.192,0,1,0,52.1025641025641,0.1922401283128389,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
38,0,4,22,4,3,4,2997.0,1969,1028.0,1.235,2807,60,0.714,0.657,0,0,0,46.78333333333333,0.6569903236569903,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
51,0,3,41,5,3,3,1495.0,691,804.0,0.705,2552,42,0.556,0.462,0,1,0,60.76190476190476,0.4622073578595317,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
47,0,3,35,6,5,2,4543.0,1028,3515.0,0.799,4093,77,0.571,0.226,0,1,1,53.15584415584416,0.2262821923838873,0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
46,1,1,37,2,3,4,2445.0,848,1597.0,0.771,2216,39,0.56,0.347,0,1,0,56.82051282051282,0.3468302658486707,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
36,0,5,17,3,1,3,1438.3,0,1438.3,1.028,1975,40,0.6,0.0,0,1,0,49.375,0.0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
38,1,1,36,2,3,2,5639.0,1558,4081.0,0.614,16628,109,0.946,0.276,0,1,1,152.5504587155963,0.2762901223621209,1,0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
51,0,0,39,1,3,2,19387.0,810,18577.0,0.746,7604,87,0.642,0.042,0,1,1,87.40229885057471,0.0417805746118533,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
45,0,4,37,3,3,1,3196.0,1817,1379.0,0.731,13300,104,0.677,0.569,0,1,1,127.8846153846154,0.568523153942428,1,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
46,1,2,38,4,5,2,11434.0,0,11434.0,0.84,4520,83,0.844,0.0,0,0,1,54.45783132530121,0.0,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0
36,1,4,17,5,2,4,2803.0,1848,955.0,0.614,1968,64,0.524,0.659,0,1,0,30.75,0.6592936139850161,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
50,0,2,35,4,3,1,2784.0,2458,326.0,0.798,4904,81,0.8,0.883,1,0,1,60.54320987654321,0.8829022988505747,1,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
34,0,4,28,3,2,3,1438.3,0,1438.3,0.726,4626,86,0.792,0.0,0,0,0,53.7906976744186,0.0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
47,0,2,36,6,2,2,5145.0,0,5145.0,0.693,1588,35,0.944,0.0,0,1,0,45.371428571428574,0.0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
44,0,2,36,4,2,5,4396.0,1489,2907.0,1.258,3942,69,0.816,0.339,0,0,0,57.130434782608695,0.3387170154686078,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
51,1,2,40,5,1,2,12240.0,1566,10674.0,0.539,1422,26,0.529,0.128,0,1,0,54.69230769230769,0.1279411764705882,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
47,1,2,38,4,3,4,34516.0,733,33783.0,1.229,3018,60,0.538,0.021,0,1,0,50.3,0.0212365279870205,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0
44,0,2,25,6,2,3,3299.0,2517,782.0,0.981,4312,84,0.787,0.763,1,0,0,51.333333333333336,0.7629584722643226,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
46,1,4,35,4,3,3,18325.0,723,17602.0,0.815,1517,33,0.65,0.039,0,1,0,45.96969696969697,0.0394542974079126,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
49,1,3,45,3,2,2,14699.0,1049,13650.0,0.534,4890,64,0.561,0.071,0,1,0,76.40625,0.0713653990067351,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
44,0,2,33,5,3,2,2337.0,698,1639.0,0.836,4048,83,0.886,0.299,0,0,1,48.7710843373494,0.29867351305092,0,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
62,0,0,53,1,2,3,4136.0,0,4136.0,0.64,7739,97,0.59,0.0,0,1,0,79.78350515463917,0.0,1,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0
41,0,4,36,3,1,1,1438.3,0,1438.3,0.841,4539,90,0.765,0.0,0,0,0,50.43333333333333,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
40,1,3,36,4,2,5,34516.0,1329,33187.0,0.574,3906,77,0.51,0.039,0,1,0,50.72727272727273,0.0385038822575037,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
46,0,5,40,3,3,3,1592.0,925,667.0,0.804,4615,90,0.667,0.581,0,1,0,51.27777777777778,0.5810301507537688,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
61,1,0,36,6,2,3,11236.0,576,10660.0,0.637,4253,80,0.6,0.051,0,1,0,53.1625,0.0512637949448202,0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0
36,0,3,28,5,3,2,5393.0,2509,2884.0,0.679,4769,102,0.729,0.465,0,1,1,46.75490196078432,0.4652327090673094,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
43,0,4,32,6,3,1,2624.0,1117,1507.0,0.826,3929,67,0.595,0.426,0,1,1,58.64179104477612,0.4256859756097561,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
38,1,4,31,3,2,3,34516.0,0,34516.0,0.604,15611,127,0.693,0.0,0,1,0,122.92125984251967,0.0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
46,1,3,36,5,2,2,9981.0,807,9174.0,0.655,1456,30,0.667,0.081,0,1,0,48.53333333333333,0.080853621881575,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
42,1,3,29,3,3,4,2533.0,1126,1407.0,0.788,3436,74,0.574,0.445,0,1,0,46.43243243243244,0.4445321752862218,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,0
55,1,1,36,3,2,4,34516.0,2102,32414.0,0.912,1612,33,0.737,0.061,0,0,0,48.84848484848485,0.0608992930814694,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
41,0,5,28,6,2,2,6936.0,0,6936.0,0.883,2874,44,0.63,0.0,0,1,0,65.31818181818181,0.0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
44,0,3,40,1,1,3,6441.0,2151,4290.0,0.64,7123,94,0.492,0.334,0,1,0,75.77659574468085,0.3339543549138332,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
60,0,0,36,3,3,2,3068.0,0,3068.0,0.897,4533,79,0.795,0.0,0,0,1,57.37974683544304,0.0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0
36,0,0,19,1,2,3,13313.0,0,13313.0,1.08,15549,121,0.833,0.0,0,0,0,128.50413223140495,0.0,1,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,0
46,0,4,40,5,3,4,2586.0,1270,1316.0,0.675,4481,77,0.925,0.491,0,1,0,58.1948051948052,0.4911059551430781,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
42,1,2,35,5,3,1,6779.0,1359,5420.0,0.737,3434,65,0.512,0.2,0,1,1,52.83076923076923,0.2004720460244874,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
42,0,3,36,4,4,3,4142.0,688,3454.0,0.717,4512,81,0.976,0.166,0,0,0,55.7037037037037,0.1661033317238049,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
37,0,3,19,5,1,3,4138.0,0,4138.0,1.168,2420,50,0.613,0.0,0,1,0,48.4,0.0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
55,1,2,50,3,2,3,17627.0,1756,15871.0,0.757,4836,74,0.721,0.1,0,0,0,65.35135135135135,0.0996199012877971,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
36,0,2,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0,0,0,0,43.11111111111112,0.0,0,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1
52,0,1,47,6,1,3,4058.0,1349,2709.0,0.723,4388,72,0.6,0.332,0,1,0,60.94444444444444,0.3324297683587974,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0
39,0,2,36,3,2,3,2370.0,2031,339.0,0.889,4000,79,0.975,0.857,1,0,0,50.63291139240506,0.8569620253164557,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
60,1,1,55,5,1,4,2661.0,1466,1195.0,0.631,1354,25,0.316,0.551,0,1,0,54.16,0.5509207065013153,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
55,1,2,44,6,6,3,6054.0,1103,4951.0,0.613,3998,80,0.739,0.182,0,1,0,49.975,0.1821935910142054,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
39,0,2,28,1,2,3,4363.0,0,4363.0,0.714,2596,48,0.846,0.0,0,0,0,54.083333333333336,0.0,0,0,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,1
43,0,3,29,4,2,3,3186.0,2517,669.0,0.59,4197,84,0.909,0.79,1,1,0,49.96428571428572,0.7900188323917138,0,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
49,0,4,36,3,2,3,13483.0,2517,10966.0,0.733,3427,72,0.6,0.187,0,1,0,47.59722222222222,0.1866795223614922,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
48,0,3,36,2,1,1,1438.3,0,1438.3,0.885,5014,84,0.909,0.0,0,0,0,59.69047619047619,0.0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
35,0,2,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779,1,1,0,61.74193548387097,0.7792569659442724,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
46,1,2,32,2,3,2,5972.0,0,5972.0,0.606,14227,116,0.706,0.0,0,1,1,122.64655172413794,0.0,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
40,1,2,36,5,2,4,8624.0,0,8624.0,0.574,2428,53,0.893,0.0,0,1,0,45.81132075471698,0.0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
60,1,2,48,3,4,1,10886.0,1145,9741.0,0.749,3488,66,0.535,0.105,0,1,1,52.84848484848485,0.1051809663788352,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
55,0,3,48,6,2,2,2897.0,1601,1296.0,0.878,1337,25,0.471,0.553,0,1,0,53.48,0.5526406627545737,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
46,1,3,36,2,2,1,20434.0,1504,18930.0,0.725,13280,106,0.656,0.074,0,1,0,125.28301886792453,0.0736028188313595,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
49,0,3,41,3,3,3,1603.0,749,854.0,0.733,2644,43,0.483,0.467,0,1,0,61.48837209302326,0.4672489082969432,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
61,0,0,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,0,1,0,52.82142857142857,0.6872875594833446,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
57,1,2,48,6,4,3,13457.0,1044,12413.0,0.722,3303,66,0.737,0.078,0,0,0,50.04545454545455,0.0775804414059597,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
42,1,3,30,3,3,4,4333.0,739,3594.0,0.69,15903,100,0.754,0.171,0,1,0,159.03,0.1705515808908377,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
53,0,3,45,2,2,1,4942.0,2119,2823.0,0.718,7460,85,0.604,0.429,0,1,0,87.76470588235294,0.4287737757992715,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
29,0,1,36,1,2,1,3640.0,1419,2221.0,0.749,13306,99,0.678,0.39,0,1,0,134.40404040404042,0.3898351648351648,1,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
41,1,3,27,5,2,2,5784.0,0,5784.0,0.851,4173,80,0.86,0.0,0,0,0,52.1625,0.0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
46,1,4,36,2,2,3,34516.0,1426,33090.0,0.823,7582,95,0.696,0.041,0,1,0,79.81052631578947,0.0413141731370958,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
38,0,3,36,5,4,3,1757.0,1352,405.0,0.879,4121,81,0.421,0.769,1,1,0,50.876543209876544,0.7694934547524189,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
48,0,2,44,5,1,3,4570.0,2439,2131.0,0.693,1520,34,0.7,0.534,0,1,0,44.70588235294117,0.5336980306345733,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
51,0,2,36,5,3,3,2069.0,1802,267.0,0.651,4402,91,0.75,0.871,1,1,0,48.37362637362637,0.8709521507974867,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
41,0,4,24,3,3,1,2069.0,1393,676.0,0.875,4962,70,0.75,0.673,0,0,1,70.88571428571429,0.6732721121314644,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
48,0,5,38,1,3,3,8025.0,0,8025.0,0.654,673,18,0.8,0.0,0,1,0,37.388888888888886,0.0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
60,0,1,51,3,3,3,6089.0,1341,4748.0,0.757,14112,123,0.809,0.22,0,0,0,114.73170731707316,0.2202332074232222,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0
51,0,1,36,3,4,2,1857.0,1033,824.0,0.95,5149,90,0.636,0.556,0,1,1,57.21111111111111,0.5562735595045772,1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
62,1,0,36,6,3,2,4049.0,0,4049.0,0.567,4003,73,0.659,0.0,0,1,1,54.83561643835616,0.0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
38,0,2,25,6,2,2,1438.3,538,900.3,0.675,4093,73,0.659,0.374,0,1,0,56.06849315068493,0.3740527011054717,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
49,0,2,33,4,2,1,7231.0,2517,4714.0,0.865,3912,67,0.763,0.348,0,0,0,58.38805970149254,0.3480846355967362,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
42,1,3,34,3,3,3,13450.0,0,13450.0,0.742,1000,18,0.059,0.0,0,1,0,55.55555555555556,0.0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
56,1,4,47,1,1,3,3426.0,1841,1585.0,0.734,4268,81,0.8,0.537,0,0,0,52.69135802469136,0.5373613543490952,0,0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
42,0,4,24,2,2,2,3428.0,2209,1219.0,0.671,4751,87,0.642,0.644,0,1,0,54.60919540229885,0.6443990665110851,1,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
54,0,2,41,2,1,3,10753.0,1845,8908.0,0.689,7302,80,0.702,0.172,0,1,0,91.275,0.1715800241792988,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
34,0,2,27,2,3,3,1726.0,1398,328.0,1.009,5228,68,0.7,0.81,1,0,0,76.88235294117646,0.8099652375434531,1,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0
48,1,3,35,5,2,1,6243.0,1331,4912.0,0.8,3502,57,1.036,0.213,0,0,0,61.43859649122807,0.2131987826365529,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
43,0,3,36,3,3,2,8777.0,2517,6260.0,0.696,4551,83,0.729,0.287,0,1,1,54.83132530120482,0.2867722456420189,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
65,1,1,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,0,0,0,50.53846153846154,0.1744914788345244,0,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0
29,0,1,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605,0,1,0,60.18055555555556,0.6047493403693931,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
39,0,2,36,4,3,4,8096.0,1474,6622.0,0.789,1794,41,0.783,0.182,0,0,0,43.75609756097561,0.1820652173913043,0,1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,0
43,1,3,31,5,1,4,28700.0,769,27931.0,0.901,3395,71,0.578,0.027,0,1,0,47.816901408450704,0.026794425087108,0,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
46,0,3,41,5,3,3,3913.0,0,3913.0,0.722,5170,93,0.86,0.0,0,0,0,55.59139784946237,0.0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
47,0,3,34,6,3,0,4862.0,0,4862.0,0.695,4167,86,0.593,0.0,0,1,1,48.45348837209303,0.0,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0
